index,answer,prediction,answer_clean,pred_clean,correct,cer,wer,jaro_winkler
865,сакэ,сакэ И,сакэ,сакэ и,False,0.5,1.0,0.06666666666666665
866,"теоретически
неприкаянный
Горощеня",теоретически неприкаянй Горощеня,теоретически неприкаянный горощеня,теоретически неприкаянй горощеня,False,0.058823529411764705,0.3333333333333333,0.03676470588235292
867,прошмыгнуть,хрошмыгвуть,прошмыгнуть,хрошмыгвуть,False,0.18181818181818182,1.0,0.1212121212121211
868,"подпортить
вообще-то
готовенький","ШттПъ""Еы шшшошъшщш шшшщщщщший",подпортить вообще-то готовенький,"шттпъ""еы шшшошъшщш шшшщщщщший",False,0.84375,1.0,0.5475574712643678
869,"татами Михович утолить;
полусвет Мичурина",шашами Мчх овчч уолчшы; полусвеш Мичурина,татами михович утолить; полусвет мичурина,шашами мчх овчч уолчшы; полусвеш мичурина,False,0.24390243902439024,1.0,0.2609247967479674
870,"эпицентр
гусиный хищный
каучук
трагический","эицщентр зус0ний хоучо ь{&%& "";@зи&@ски0",эпицентр гусиный хищный каучук трагический,"эицщентр зус0ний хоучо ь{&%& "";@зи&@ски0",False,0.5476190476190477,1.0,0.41507936507936505
871,"Севрюк
Вольф
оппортунизм",Севрюк Вольф оппо-шунцвм,севрюк вольф оппортунизм,севрюк вольф оппо-шунцвм,False,0.16666666666666666,0.3333333333333333,0.06666666666666665
872,"Скотт
Цюрих",Скошш Цюрчх,скотт цюрих,скошш цюрчх,False,0.2727272727272727,1.0,0.1272727272727272
873,"авиатор
Ксения",'0 @З0@Ф? Кобиая,авиатор ксения,'0 @з0@ф? кобиая,False,0.9285714285714286,1.5,0.5101190476190476
874,"антропный Юркина
Урбан
скинуть",&нэоный Жркино &р&ан Ск& 'ч/Ь,антропный юркина урбан скинуть,&нэоный жркино &р&ан ск& 'ч/ь,False,0.43333333333333335,1.25,0.37088122605363993
875,"82067 потсдамский апартеид
микробный",82067 ПОГ сдамский апртеид микробНй,82067 потсдамский апартеид микробный,82067 пог сдамский апртеид микробнй,False,0.1111111111111111,1.0,0.04021645021645015
876,"стон
латы",стон латы,стон латы,стон латы,True,0.0,0.0,0.0
877,неумирающий книга,книга неумирающии,неумирающий книга,книга неумирающии,False,0.7058823529411765,1.0,0.26050420168067223
878,папик,СОНМ Мурашкин %ым@2Я<Ь,папик,сонм мурашкин %ым@2я<ь,False,4.0,3.0,0.5323232323232323
879,"Рогович
прямиком глицин",Рогович Прямиком тлицин,рогович прямиком глицин,рогович прямиком тлицин,False,0.043478260869565216,0.3333333333333333,0.017391304347826098
880,купидон лоскут,КУПИДОН ЛОСКУТ,купидон лоскут,купидон лоскут,True,0.0,0.0,0.0
881,бренд-,бренд,бренд-,бренд,False,0.16666666666666666,1.0,0.033333333333333326
882,драконий,драконий,драконий,драконий,True,0.0,0.0,0.0
883,"разрежение
отшелушивать",разрежене огшелушивагь,разрежение отшелушивать,разрежене огшелушивагь,False,0.13043478260869565,1.0,0.08426877470355731
884,Федорчук(,Ш 1 3 8 Федорчу х,федорчук(,ш 1 3 8 федорчу х,False,1.1111111111111112,6.0,1.0
885,gone,9опе,gone,9опе,False,1.0,1.0,1.0
886,"секретер
митрополит",секреер миройоии,секретер митрополит,секреер миройоии,False,0.2631578947368421,1.0,0.07763157894736838
887,"Бабкин Пронькина
Галицкая
спинка унимать",Бабкин Понкив Палицкая Сгина унмаТь,бабкин пронькина галицкая спинка унимать,бабкин понкив палицкая сгина унмать,False,0.2,0.8,0.09453781512605042
888,уханье,ухинье,уханье,ухинье,False,0.16666666666666666,1.0,0.0888888888888888
889,Хотенко,ХЬге 9,хотенко,хьге 9,False,0.7142857142857143,2.0,0.46031746031746035
890,15771,75771,15771,75771,False,0.2,1.0,0.1333333333333333
891,"обойный
крепкий",обойый крепкий,обойный крепкий,обойый крепкий,False,0.06666666666666667,0.5,0.013333333333333308
892,19635,} 19695,19635,} 19695,False,0.6,2.0,0.20952380952380956
893,"жилище
протон
излишек",жылчще пропон &злчшек,жилище протон излишек,жылчще пропон &злчшек,False,0.23809523809523808,1.0,0.1428571428571428
894,"91940
дожить
Карпина",8 дожи 3 1,91940 дожить карпина,8 дожи 3 1,False,0.7,1.3333333333333333,0.45952380952380956
895,посвататься,посз//ьЯ,посвататься,посз//ья,False,0.5454545454545454,1.0,0.30681818181818177
896,"лгать
вьюн",лгать ВЬЮН,лгать вьюн,лгать вьюн,True,0.0,0.0,0.0
897,"двойня
Карп",ДЮОЙНя Карп,двойня карп,дюойня карп,False,0.09090909090909091,0.5,0.05454545454545445
898,"незрелость 68781
Перепечко 94427",68781 & [ Перепечко,незрелость 68781 перепечко 94427,68781 & [ перепечко,False,0.65625,1.0,0.3651315789473685
899,каспийский,каспцйскцй,каспийский,каспцйскцй,False,0.2,1.0,0.07999999999999996
900,Грушевич,Гру 7ев]ч,грушевич,гру 7ев]ч,False,0.375,2.0,0.13611111111111118
901,"бараний
солонина",баранй сОлониа,бараний солонина,баранй солониа,False,0.125,1.0,0.08214285714285707
902,"меню
стропа",меню стропа,меню стропа,меню стропа,True,0.0,0.0,0.0
903,"нытье
лживо",2 нытъв лжи во,нытье лживо,2 нытъв лжи во,False,0.45454545454545453,2.0,0.32780182780182765
904,Якупов,Якупо?,якупов,якупо?,False,0.16666666666666666,1.0,0.06666666666666665
905,"парить
прокрадываться;
Закаев
горючий затхлый
край Бударина",пригь прокрэдьваться; Закаев горюий запхльй Бударив край,парить прокрадываться; закаев горючий затхлый край бударина,пригь прокрэдьваться; закаев горюий запхльй бударив край,False,0.288135593220339,0.8571428571428571,0.22190556900726388
906,"юрфак единожды
некто недочеловек",юрфак еочножоы некшо недочеловек,юрфак единожды некто недочеловек,юрфак еочножоы некшо недочеловек,False,0.125,0.5,0.11428571428571421
907,"декретный   !
Стахно
9908620145
92421 тяжело
Шведова Яровой",еКЬТ= ЯЖе ДОВа 7 Тахн9-,декретный   ! стахно 9908620145 92421 тяжело шведова яровой,екьт= яже дова 7 тахн9-,False,0.8135593220338984,1.0,0.4978629329403095
908,"Казаринова:
заоконный
римский",Казаринова заоконный римский,казаринова: заоконный римский,казаринова заоконный римский,False,0.034482758620689655,0.3333333333333333,0.006896551724137945
909,ранее,ранее,ранее,ранее,True,0.0,0.0,0.0
910,Кизина,Кизина,кизина,кизина,True,0.0,0.0,0.0
911,"пророчески портниха
излучать норка
наличествовать   !",портниха Норка [иащваы пгорчески  ё,пророчески портниха излучать норка наличествовать   !,портниха норка [иащваы пгорчески  ё,False,0.6792452830188679,0.8333333333333334,0.3367175801138066
912,"9081698645 ?
урезонивать",Я З~';5 7 УРа атЕЧшъ,9081698645 ? урезонивать,я з~';5 7 ура атечшъ,False,0.7916666666666666,1.6666666666666667,0.5055555555555555
913,"авиетка
курий",:ВИетка хури,авиетка курий,:виетка хури,False,0.23076923076923078,1.0,0.13247863247863245
914,угар,угар,угар,угар,True,0.0,0.0,0.0
915,плут,плут,плут,плут,True,0.0,0.0,0.0
916,носорог,носоро?,носорог,носоро?,False,0.14285714285714285,1.0,0.05714285714285716
917,расцветка,",ЕГЕ^П ЯП^ИЛ 1зэ [0",расцветка,",еге^п яп^ил 1зэ [0",False,2.111111111111111,4.0,0.6120857699805069
918,Султанов,Султанов,султанов,султанов,True,0.0,0.0,0.0
919,"недоумевающе
обобщенность
новейший",1 надоумавающе @бобшеннояь = [овейший,недоумевающе обобщенность новейший,1 надоумавающе @бобшеннояь = [овейший,False,0.3235294117647059,1.6666666666666667,0.25748297316924773
920,скак,скак,скак,скак,True,0.0,0.0,0.0
921,невнимание облезлый,чевтгтитатие облезлы,невнимание облезлый,чевтгтитатие облезлы,False,0.3684210526315789,1.0,0.18771929824561406
922,посредине,иосредине,посредине,иосредине,False,0.1111111111111111,1.0,0.07407407407407407
923,"третьестепенный
малодушие",третьестегнй МаЛОДуше,третьестепенный малодушие,третьестегнй малодуше,False,0.2,1.0,0.09952380952380946
924,"труднодоступный Самко
пробивной Милованов
пестик кортик оферта
армянский гефсиманский
похмелье закорки",труднодоступный Самко пробивной Милованов пестик кортик оферта армянский гефсиманский похмелье закорки,труднодоступный самко пробивной милованов пестик кортик оферта армянский гефсиманский похмелье закорки,труднодоступный самко пробивной милованов пестик кортик оферта армянский гефсиманский похмелье закорки,True,0.0,0.0,0.0
925,"9035471125
43901 прессинг
портрет.","90535471125 43901 прессинг портрет: 11,",9035471125 43901 прессинг портрет.,"90535471125 43901 прессинг портрет: 11,",False,0.17647058823529413,0.75,0.07311120252296732
926,Басов,Басов,басов,басов,True,0.0,0.0,0.0
927,"тлеющий
ирония
ковка",ТАеющий ирония КОВка,тлеющий ирония ковка,таеющий ирония ковка,False,0.05,0.3333333333333333,0.030000000000000027
928,"решетчатый
ясный Васин",Рапешчатья яаъя Взан,решетчатый ясный васин,рапешчатья яаъя взан,False,0.5454545454545454,1.0,0.39595959595959596
929,9068179358,9068179358,9068179358,9068179358,True,0.0,0.0,0.0
930,"удачливый
нарядчик
дизельный,",уаачлшвыш наряочшк дшзельный,"удачливый нарядчик дизельный,",уаачлшвыш наряочшк дшзельный,False,0.2413793103448276,1.0,0.2048813255709807
931,"Русинов
шинелька",Русилов Пж-ыа,русинов шинелька,русилов пж-ыа,False,0.5,1.0,0.17692307692307685
932,вящий,Бялий,вящий,бялий,False,0.4,1.0,0.2666666666666666
933,гугу дожить:,""" 1",гугу дожить:,""" 1",False,0.9166666666666666,1.0,0.5277777777777779
934,доля,доля,доля,доля,True,0.0,0.0,0.0
935,"Смольников
наковырять
завершать",Смольников наковырять завершать,смольников наковырять завершать,смольников наковырять завершать,True,0.0,0.0,0.0
936,богато,богато,богато,богато,True,0.0,0.0,0.0
937,Самбук,САМБУК,самбук,самбук,True,0.0,0.0,0.0
938,Коршун,Коршун,коршун,коршун,True,0.0,0.0,0.0
939,"порог
atom","ПрОГ а""/",порог atom,"прог а""/",False,0.5,1.0,0.3583333333333333
940,молочник,МОЛОЧНИК,молочник,молочник,True,0.0,0.0,0.0
941,"затрапезный
чадо
переброс",затрапезный чадо переброс,затрапезный чадо переброс,затрапезный чадо переброс,True,0.0,0.0,0.0
942,"9722512974
буфетчица
29453!",9722512974 БУФЕГЧИЦА 29453!,9722512974 буфетчица 29453!,9722512974 буфегчица 29453!,False,0.037037037037037035,0.3333333333333333,0.014814814814814836
943,"мякиш
тазик",Гятиш Фвмж,мякиш тазик,гятиш фвмж,False,0.6363636363636364,1.0,0.4818181818181818
944,9688396820,9688396820,9688396820,9688396820,True,0.0,0.0,0.0
945,"43165
кругляшок",48165 крутляшок,43165 кругляшок,48165 крутляшок,False,0.13333333333333333,1.0,0.08000000000000007
946,"перечисление балансирование(
коралл",перечисление билянсирование( корам,перечисление балансирование( коралл,перечисление билянсирование( корам,False,0.11428571428571428,0.6666666666666666,0.08566549200325291
947,"Смолич
Виршич
37489
88463",Смолия ВиРшия 88463 37489,смолич виршич 37489 88463,смолия виршия 88463 37489,False,0.4,1.0,0.06678260869565222
948,инсульт?,чнсульш?,инсульт?,чнсульш?,False,0.25,1.0,0.16666666666666663
949,"санный
85807
падло",сано 85807 Аю,санный 85807 падло,сано 85807 аю,False,0.3888888888888889,0.6666666666666666,0.12663817663817656
950,"герпес
неон",?ериес неон,герпес неон,?ериес неон,False,0.18181818181818182,0.5,0.1212121212121211
951,"отсек
атом",шэгинэ чишсч ч€ ооыи О/сек а/ом 7ечи,отсек атом,шэгинэ чишсч ч€ ооыи о/сек а/ом 7ечи,False,2.8,3.5,0.5796296296296297
952,"новый
37292
Мосеева)",новшя 57292 Мост),новый 37292 мосеева),новшя 57292 мост),False,0.35,1.0,0.13656862745098042
953,"сноб
грудь
Макбет
медаль",Сноб грудь Макбет медаль,сноб грудь макбет медаль,сноб грудь макбет медаль,True,0.0,0.0,0.0
954,Алжир?,Алжир?,алжир?,алжир?,True,0.0,0.0,0.0
955,пластина Мусин 9436106266,пластина Мусин 9436106266,пластина мусин 9436106266,пластина мусин 9436106266,True,0.0,0.0,0.0
956,milk,ш''к,milk,ш''к,False,1.0,1.0,1.0
957,"потоптать Акушевич
Гуркова Лысенкова",дототать певия Гуркова Лысенкова Аку,потоптать акушевич гуркова лысенкова,дототать певия гуркова лысенкова аку,False,0.3055555555555556,0.75,0.21717171717171713
958,соус,Юруа,соус,юруа,False,0.75,1.0,0.5
959,экипировать,ЭКИПИРОВАть,экипировать,экипировать,True,0.0,0.0,0.0
960,"изваяние Чувашия
родник
Шишлов",изваяние Чувашия рОдник ШИШЛОВ,изваяние чувашия родник шишлов,изваяние чувашия родник шишлов,True,0.0,0.0,0.0
961,"Русан
пляс",Русан пляс,русан пляс,русан пляс,True,0.0,0.0,0.0
962,"панно
Голос",ПОННО ГОЛоу,панно голос,понно голоу,False,0.18181818181818182,1.0,0.209090909090909
963,Коба?,Коба?,коба?,коба?,True,0.0,0.0,0.0
964,"Кушнаренко
9929417045 Беняш
сажать Беленький
недешево    )",Кушнарено 9929417045 Беняш сажагь   Белений недешево,кушнаренко 9929417045 беняш сажать беленький недешево    ),кушнарено 9929417045 беняш сажагь   белений недешево,False,0.1896551724137931,0.5714285714285714,0.055435065272793516
965,"участок
немного
неуд",ТНО учаскок немно2о чеуб,участок немного неуд,тно учаскок немно2о чеуб,False,0.4,1.3333333333333333,0.24629629629629635
966,высокомерие,Фисокомерце,высокомерие,фисокомерце,False,0.2727272727272727,1.0,0.18181818181818177
967,выползти,ВЫПОЛЗТИ,выползти,выползти,True,0.0,0.0,0.0
968,толкучка,чка толку,толкучка,чка толку,False,0.875,2.0,0.5092592592592593
969,Ксюша,Ксюша,ксюша,ксюша,True,0.0,0.0,0.0
970,"опосля
стропило",опосля стропило,опосля стропило,опосля стропило,True,0.0,0.0,0.0
971,диспозитивный,ДИСпаВ (и;,диспозитивный,диспав (и;,False,0.6153846153846154,2.0,0.3683760683760684
972,ничей,Чичей,ничей,чичей,False,0.2,1.0,0.1333333333333333
973,"Михайловский
Бражников  ?",Михайловский Вражников 2,михайловский бражников  ?,михайловский вражников 2,False,0.12,0.6666666666666666,0.077030303030303
974,"Ускова
Глебик",Ускоса дебшк,ускова глебик,ускоса дебшк,False,0.3076923076923077,1.0,0.11153846153846148
975,"скот
Дзюба
Федосик",СКО/ Дзюба ФедосЧк,скот дзюба федосик,ско/ дзюба федосчк,False,0.1111111111111111,0.6666666666666666,0.051851851851851816
976,означающее,ОЗНАЧАЮЩЕЕ,означающее,означающее,True,0.0,0.0,0.0
977,постоять,@осшояшо =,постоять,@осшояшо =,False,0.75,2.0,0.3666666666666667
978,"молотый
Жирнов -",Молошый Жонов',молотый жирнов -,молошый жонов',False,0.3125,1.0,0.123538961038961
979,"blow
ликующе
34860-",Ыош ликующе 34860- К,blow ликующе 34860-,ыош ликующе 34860- к,False,0.3157894736842105,0.6666666666666666,0.15350877192982448
980,Рева,Рева,рева,рева,True,0.0,0.0,0.0
981,вложить,Вжигь,вложить,вжигь,False,0.42857142857142855,1.0,0.1885714285714286
982,"венец
Жанна",венец Ж анна,венец жанна,венец ж анна,False,0.09090909090909091,1.0,0.01666666666666672
983,"кальций ;
подлезть
Остроух :",кальции ; подле:ть Остроух,кальций ; подлезть остроух :,кальции ; подле:ть остроух,False,0.14285714285714285,0.6,0.06912087912087905
984,воспаление,ВоЧ:ЛЕНИе,воспаление,воч:ление,False,0.3,1.0,0.1392592592592592
985,"search
огарок",'@ с^ о2ФрОк,search огарок,'@ с^ о2фрок,False,0.6153846153846154,1.5,0.3995726495726496
986,"Трофимов
Чуканов",Трофимов Чуканов,трофимов чуканов,трофимов чуканов,True,0.0,0.0,0.0
987,Пырх,Пырх,пырх,пырх,True,0.0,0.0,0.0
988,граб,Граб,граб,граб,True,0.0,0.0,0.0
989,"анонимно
Пырко
мехмат",анонимно Пырко мехмат,анонимно пырко мехмат,анонимно пырко мехмат,True,0.0,0.0,0.0
990,Тузов,Тузов,тузов,тузов,True,0.0,0.0,0.0
991,"полимеразный
31447",полимеразный 31447,полимеразный 31447,полимеразный 31447,True,0.0,0.0,0.0
992,рака,рака,рака,рака,True,0.0,0.0,0.0
993,ice,ш_ ;се,ice,ш_ ;се,False,2.0,2.0,1.0
994,Хилл,Хи,хилл,хи,False,0.5,1.0,0.1333333333333333
995,консистория.,консисшор4я,консистория.,консисшор4я,False,0.25,1.0,0.08636363636363631
996,"пензенский
носик Прима",пененСкий НОСИК Прима,пензенский носик прима,пененский носик прима,False,0.045454545454545456,0.3333333333333333,0.010606060606060619
997,"задышать
улица",задышашь улчца,задышать улица,задышашь улчца,False,0.14285714285714285,1.0,0.05714285714285716
998,"made,",Е,"made,",е,False,1.0,1.0,1.0
999,"осевой
пяльцы
маман ;",( @севой ш пЯльцы маман (Т/?,осевой пяльцы маман ;,( @севой ш пяльцы маман (т/?,False,0.42857142857142855,1.0,0.2792397660818713
1000,"патрон
Маслюк",] | '1/,патрон маслюк,] | '1/,False,0.9230769230769231,1.5,0.5934065934065933
1001,"купать
Каширина
river",КуЛАть КАШИРИНА &УЕх,купать каширина river,кулать каширина &уех,False,0.2857142857142857,0.6666666666666666,0.1428571428571428
1002,"осанна
проезд
доносчик
течение:",осанна просод ДОНОСЧИК течение:,осанна проезд доносчик течение:,осанна просод доносчик течение:,False,0.06451612903225806,0.25,0.08787541713014468
1003,"ввергнуть
наводить 78401:
подрядиться",ввергнуть наводить 78401: подрядиться,ввергнуть наводить 78401: подрядиться,ввергнуть наводить 78401: подрядиться,True,0.0,0.0,0.0
1004,"искус
Андре",уЕкус Анмрь,искус андре,уекус анмрь,False,0.36363636363636365,1.0,0.2900432900432901
1005,"барометр
треугольник
9493531402 Савин",БАРОМЕТР ТРЕУГОЛЬНИК 9493531402 САВИН,барометр треугольник 9493531402 савин,барометр треугольник 9493531402 савин,True,0.0,0.0,0.0
1006,Брич,Ерин,брич,ерин,False,0.5,1.0,0.33333333333333337
1007,"9592642049
политик",9592642049 ПОЛ ЩЦК,9592642049 политик,9592642049 пол щцк,False,0.16666666666666666,1.0,0.06666666666666665
1008,расцепить,роцепят,расцепить,роцепят,False,0.4444444444444444,1.0,0.21904761904761905
1009,"ондатра  .
отпугивать",ондошра ошпу &чвашь,ондатра  . отпугивать,ондошра ошпу &чвашь,False,0.47619047619047616,1.0,0.19847053531264058
1010,9622122446-,',9622122446-,',False,1.0,1.0,1.0
1011,next?,ЛЬКЪ?,next?,лькъ?,False,0.8,1.0,0.5333333333333334
1012,ключик,КЛЮЧК,ключик,ключк,False,0.16666666666666666,1.0,0.033333333333333326
1013,"жулье.
Сыса",жулье сыса,жулье. сыса,жулье сыса,False,0.09090909090909091,0.5,0.018181818181818188
1014,стрит,стрит,стрит,стрит,True,0.0,0.0,0.0
1015,растащить,растащи ТЬ,растащить,растащи ть,False,0.1111111111111111,2.0,0.020000000000000018
1016,венский,""" @ШЕщЛШИШ",венский,""" @шещлшиш",False,1.1428571428571428,2.0,0.5047619047619047
1017,"запечье
антикрыло",запечье ангикрыло,запечье антикрыло,запечье ангикрыло,False,0.058823529411764705,0.5,0.02352941176470591
1018,"самозванка:
Булахов  ;",сатоввана; Булахов,самозванка: булахов  ;,сатоввана; булахов,False,0.3181818181818182,0.6666666666666666,0.12929292929292935
1019,кристально,крИсТа^ь 0,кристально,криста^ь 0,False,0.3,2.0,0.12
1020,"кварц
досадный)
47340
угарный",кварц досадный) 47340 угарный,кварц досадный) 47340 угарный,кварц досадный) 47340 угарный,True,0.0,0.0,0.0
1021,"сенник
колпак",сенник колпак,сенник колпак,сенник колпак,True,0.0,0.0,0.0
1022,"всходить
Буйняков;
штрафовать дама)
9483937293",всхобчшь Бутняков; штрафовашь дама) 9483937293,всходить буйняков; штрафовать дама) 9483937293,всхобчшь бутняков; штрафовашь дама) 9483937293,False,0.10869565217391304,0.6,0.06335403726708078
1023,"9729021193 эвон
отшибить
комнатный",9729021193 ЭВ0н ощшибишь комнашный,9729021193 эвон отшибить комнатный,9729021193 эв0н ощшибишь комнашный,False,0.11764705882352941,0.75,0.08039215686274503
1024,рыбалка,(балка 06,рыбалка,(балка 06,False,0.7142857142857143,2.0,0.24338624338624337
1025,"хозяин
печатать",ХОВяИн ПЕЧАТАТЬ,хозяин печатать,ховяин печатать,False,0.06666666666666667,0.5,0.03555555555555556
1026,"Стасенко
царевна
фиалковый",Стасенко царевна фиалковьй,стасенко царевна фиалковый,стасенко царевна фиалковьй,False,0.038461538461538464,0.3333333333333333,0.01538461538461533
1027,"святый
вестовой",СвЯТыЙ ПстовОй #а€,святый вестовой,святый пстовой #а€,False,0.4,1.0,0.11299145299145297
1028,9217494918,9217494918,9217494918,9217494918,True,0.0,0.0,0.0
1029,Мухаммед,МУХАММЕД,мухаммед,мухаммед,True,0.0,0.0,0.0
1030,витиевато,$итиевато,витиевато,$итиевато,False,0.1111111111111111,1.0,0.07407407407407407
1031,"пикник сиплый
забияка
посинение  :",Гжни% @Иплья забияка тоочнэнуэ,пикник сиплый забияка посинение  :,гжни% @иплья забияка тоочнэнуэ,False,0.47058823529411764,0.8,0.4013071895424837
1032,неуместность,неуместностъ,неуместность,неуместностъ,False,0.08333333333333333,1.0,0.03333333333333344
1033,юнец,",нец",юнец,",нец",False,0.25,1.0,0.16666666666666663
1034,"Гайфуллина Слинько
корочка обледенение.
hand)
воронежец",Гайфуллина Слинько кОроча обледенна Капо) воронежец,гайфуллина слинько корочка обледенение. hand) воронежец,гайфуллина слинько короча обледенна капо) воронежец,False,0.16363636363636364,0.5,0.0873303750900748
1035,95829,95829,95829,95829,True,0.0,0.0,0.0
1036,патрульный,патрульный,патрульный,патрульный,True,0.0,0.0,0.0
1037,"лживый
профицит
голь",товац ирртт ттэ,лживый профицит голь,товац ирртт ттэ,False,0.75,1.0,0.4388888888888889
1038,Сущеня,Сущеня,сущеня,сущеня,True,0.0,0.0,0.0
1039,"зыбко
Синило полосочка",ЗЫб10 Сшо 'ОЛОСОЧКО,зыбко синило полосочка,зыб10 сшо 'олосочко,False,0.36363636363636365,1.0,0.20114300903774596
1040,"закрасить
отгул",закрасить отгул,закрасить отгул,закрасить отгул,True,0.0,0.0,0.0
1041,вечно,@еЧНО СО.:,вечно,@ечно со.:,False,1.2,2.0,0.2666666666666666
1042,"Андрусенко
Кривоносов
вино перешить
научать
Волконский",Андрусенко КрИвоЮосов вино перешигь #аучать ВОЛконский,андрусенко кривоносов вино перешить научать волконский,андрусенко кривоюосов вино перешигь #аучать волконский,False,0.05555555555555555,0.5,0.08104575163398686
1043,Бурая,Бурая,бурая,бурая,True,0.0,0.0,0.0
1044,Шейбак округа),Шейбсж окруза),шейбак округа),шейбсж окруза),False,0.21428571428571427,1.0,0.10389610389610393
1045,урез,урез,урез,урез,True,0.0,0.0,0.0
1046,Тавгень!,Тавгень!,тавгень!,тавгень!,True,0.0,0.0,0.0
1047,"жерло
выступ
Лавор
search",жерло выступ Лавор '@агс},жерло выступ лавор search,жерло выступ лавор '@агс},False,0.24,0.25,0.09599999999999997
1048,"Зина
Габидуллина
Листопад",Зш мии ЛисЩц) Габш),зина габидуллина листопад,зш мии лисщц) габш),False,0.8,1.3333333333333333,0.4482296650717704
1049,"зябь
зорька",эзбь зара,зябь зорька,эзбь зара,False,0.45454545454545453,1.0,0.24290524290524296
1050,"парусина
had побояться
Шумак 9258456111",парусина эф побояться Шумак 9258456111,парусина had побояться шумак 9258456111,парусина эф побояться шумак 9258456111,False,0.07692307692307693,0.2,0.025910931174089047
1051,слега),сего),слега),сего),False,0.3333333333333333,1.0,0.15999999999999992
1052,берет,береш,берет,береш,False,0.2,1.0,0.07999999999999996
1053,degree,(@чге@,degree,(@чге@,False,1.0,1.0,1.0
1054,десна,досо,десна,досо,False,0.6,1.0,0.3666666666666667
1055,шпиндель,'тдоть,шпиндель,'тдоть,False,0.75,1.0,0.4722222222222222
1056,повариха,поварых Ч,повариха,поварых ч,False,0.375,2.0,0.1166666666666667
1057,"Борщев
Ильичева
corn",Борщев Ильичева со<,борщев ильичева corn,борщев ильичева со<,False,0.2,0.3333333333333333,0.07157894736842108
1058,коровка,коровка,коровка,коровка,True,0.0,0.0,0.0
1059,"кривич
ЦСКА",ЕЕ: КрИВИЧ Ц(КА,кривич цска,ее: кривич ц(ка,False,0.45454545454545453,1.0,0.24141414141414153
1060,саспенс лисий;,Саспн ЛИСИИ,саспенс лисий;,саспн лисии,False,0.2857142857142857,1.0,0.11532467532467527
1061,докер,ДОКЕР,докер,докер,True,0.0,0.0,0.0
1062,"нестерпимый
Диваков
третье",НЕСТЕРПИМЫЙЙ ДИВАКОВ ТРЕГЬЕ,нестерпимый диваков третье,нестерпимыйй диваков трегье,False,0.07692307692307693,0.6666666666666666,0.0225071225071225
1063,"впиться by
изгладиться",ВПИТЬСЯ   Бу изгладиТЬся,впиться by изгладиться,впиться   бу изгладиться,False,0.18181818181818182,0.3333333333333333,0.051515151515151625
1064,"нарвать
окаменеть",НАРВАТЬ ОКАМЕНЕТЫ,нарвать окаменеть,нарвать окаменеты,False,0.058823529411764705,0.5,0.02352941176470591
1065,крепдешиновый,крепдешшнобый,крепдешиновый,крепдешшнобый,False,0.15384615384615385,1.0,0.06153846153846154
1066,93566,93566,93566,93566,True,0.0,0.0,0.0
1067,"Борисик
романс",Борчсчк романс,борисик романс,борчсчк романс,False,0.14285714285714285,0.5,0.06666666666666665
1068,лоцман,лотмев,лоцман,лотмев,False,0.5,1.0,0.33333333333333337
1069,настоятельница,настоятельница,настоятельница,настоятельница,True,0.0,0.0,0.0
1070,затекший,зашекши0,затекший,зашекши0,False,0.25,1.0,0.1777777777777778
1071,"невзгода
карабин нажатие",#еВЗГОДа нжатие карабин,невзгода карабин нажатие,#евзгода нжатие карабин,False,0.4166666666666667,1.0,0.19378568291611764
1072,"высылать
Рябко
верещать-
31601",ВЫСЫЛАТЬ РЯБко ВЕРЕЩАТЬ- З1601,высылать рябко верещать- 31601,высылать рябко верещать- з1601,False,0.03333333333333333,0.25,0.013333333333333308
1073,Заяц,у Заят,заяц,у заят,False,0.75,2.0,0.25
1074,Слаута," , Слаута",слаута,", слаута",False,0.3333333333333333,1.0,0.08333333333333337
1075,Арашкевич,АрЗШКеВИЧ,арашкевич,арзшкевич,False,0.1111111111111111,1.0,0.059259259259259234
1076,Кандинский,Кандинский,кандинский,кандинский,True,0.0,0.0,0.0
1077,шпора,шъор),шпора,шъор),False,0.4,1.0,0.24
1078,Якупова,якупова,якупова,якупова,True,0.0,0.0,0.0
1079,газоход,{зоход,газоход,{зоход,False,0.2857142857142857,1.0,0.1507936507936508
1080,"Ленковец
присягать",Ленковец <рыя?/ь,ленковец присягать,ленковец <рыя?/ь,False,0.3333333333333333,0.5,0.1166666666666667
1081,Кузин,Кузин,кузин,кузин,True,0.0,0.0,0.0
1082,Котик,котик,котик,котик,True,0.0,0.0,0.0
1083,"латаный
подвиг",ЛатаНы ПеВ,латаный подвиг,латаны пев,False,0.35714285714285715,1.0,0.09142857142857141
1084,парировать,РИРОВАТЬ ПА ,парировать,рировать па,False,0.5,2.0,0.24208754208754202
1085,гигант,гигант,гигант,гигант,True,0.0,0.0,0.0
1086,бочка,бочка,бочка,бочка,True,0.0,0.0,0.0
1087,9206297626,9206297626,9206297626,9206297626,True,0.0,0.0,0.0
1088,рыть,~ышь,рыть,~ышь,False,0.5,1.0,0.33333333333333337
1089,"сплясать
отправка
карский
Макоед
глупость",пясшо сппрвка крский Макоеа &упошю,сплясать отправка карский макоед глупость,пясшо сппрвка крский макоеа &упошю,False,0.36585365853658536,1.0,0.28451161793565205
1090,обруч,Обруч,обруч,обруч,True,0.0,0.0,0.0
1091,магнит-,МаГНИ,магнит-,магни,False,0.2857142857142857,1.0,0.05714285714285716
1092,байка,байк&,байка,байк&,False,0.2,1.0,0.07999999999999996
