index,answer,prediction,answer_clean,pred_clean,correct,cer,wer,jaro_winkler
413,Это нашей истории вехи,"ToHaue HCTOpHH BeXH Meopsmce (a oe), m YCTaHORTeRHe BTOnOCHHOBCKOpOd Knpoackoi obiaenz Ebooco9gt. 2019",это нашей истории вехи,"tohaue hctophh bexh meopsmce (a oe), m yctahorterhe btonochhobckopod knpoackoi obiaenz ebooco9gt. 2019",False,4.5,3.25,0.6114081996434937
414,мерня нна Евсеевна 18.10.1925-28.03.2011,園 MepHa HHaEBceeBHa 18.10.1925-28.03.2011 十,мерня нна евсеевна 18.10.1925-28.03.2011,園 mepha hhaebceebha 18.10.1925-28.03.2011 十,False,0.525,1.0,0.2806201550387598
415,ХРАМ Св. благоверного великого князя Александра Невского,Mrtmstptyn CaceM XPAM CB.BAArOBepHorO KeAnKoro KHA3 AAEKCaHAa HeRoO RuunrCurraTe Aekcnoe-Rnndas,храм св. благоверного великого князя александра невского,mrtmstptyn cacem xpam cb.baarobephoro keankoro kha3 aaekcahaa heroo ruunrcurrate aekcnoe-rnndas,False,1.5714285714285714,1.4285714285714286,0.6480576441102757
416,Таблички с отметками наводнений восстановили в Петропавловской крепости,TOHSBR7AHT00 ACBOLACMCRIAR KP.RU 06WeCTBO IAOPAHHAPHOHBON MMOB6DOOBHATEH NEPIVMERAVMEPA.B TTOACEHTASPHOAHRTIOTOIS Ta6nnykN HCBbZACHBGIACTCAROKPA 1 C OTMeTKaMN HaBOAHeHNN eTPOnaBnOBCKON BOCCTAHOBNNIN B kpenocTN,таблички с отметками наводнений восстановили в петропавловской крепости,tohsbr7aht00 acbolacmcriar kp.ru 06wectbo iaopahhaphohbon mmob6doobhateh nepivmeravmepa.b ttoacehtasphoahrtiotois ta6nnykn hcbbzachbgiactcarokpa 1 c otmetkamn haboahehnn etponabnobckon bocctahobnnin b kpenoctn,False,2.8450704225352115,2.25,0.6226385425792393
417,УВАГА! ВЕДЕТЬСЯ ВIДЕОНАГЛЯД,VBATA! BEIETbCA BUIEOHATITI,увага! ведеться вiдеонагляд,vbata! beietbca buieohatiti,False,0.8888888888888888,1.0,0.6512345679012346
418,Евсеева Раиса Ефимовна 22.11.1926 - 15.04.2020 Вечная память...,中 EBCeeBa Panca EpuMOBHa 22.11.1926-15.04.2020 VASHIMAGE,евсеева раиса ефимовна 22.11.1926 - 15.04.2020 вечная память...,中 ebceeba panca epumobha 22.11.1926-15.04.2020 vashimage,False,0.6349206349206349,1.0,0.5025437525437526
419,www.shukach.com Автор фото Tan-Tol,ww.shukach.com ABTop doTo:Tan-Tol,www.shukach.com автор фото tan-tol,ww.shukach.com abtop doto:tan-tol,False,0.3235294117647059,1.0,0.20186519930765456
420,Горько!,opoko!,горько!,opoko!,False,0.8571428571428571,1.0,0.5634920634920635
421,Анфиса 20.12.2006-17.02.2022,AHouca 20.12.2006-17.02.2022,анфиса 20.12.2006-17.02.2022,ahouca 20.12.2006-17.02.2022,False,0.21428571428571427,0.5,0.1428571428571429
422,Аветисян Эвелина Арташесовна 02.VIII.1936 - 28.VIII.2009,ABETHCAH BeJIHHa ApraiuecoBHa 02.V11I.1936-28.V112009,аветисян эвелина арташесовна 02.viii.1936 - 28.viii.2009,abethcah bejihha apraiuecobha 02.v11i.1936-28.v112009,False,0.625,1.0,0.4423105720275532
423,Петрова Ирина Васильевна 12.03.1898-14.05 т2,HETpoBa HOHHa BACHAbEBHA 12.03.1898-14.05. T2,петрова ирина васильевна 12.03.1898-14.05 т2,hetpoba hohha bachabebha 12.03.1898-14.05. t2,False,0.5454545454545454,1.0,0.352020202020202
424,СБЕРБАНК РОССИИ,CEEPBAHK POCCHN,сбербанк россии,ceepbahk pocchn,False,0.9333333333333333,1.0,0.6222222222222222
425,АНИКЕЕВ Владимир Иванович 22.01.1951 - 09.10.2018,丰 AHNKEEB BIaInmup VBAHOBNY 22.01.1951-09.10.2018,аникеев владимир иванович 22.01.1951 - 09.10.2018,丰 ahnkeeb biainmup vbahobny 22.01.1951-09.10.2018,False,0.5510204081632653,1.0,0.39319727891156464
426,Самвел Григорьевич / КОЧАРЯНЦ,CAMBEN FPNrOPbEBNY K 0 4 A PAH U,самвел григорьевич / кочарянц,camben fpnropbebny k 0 4 a pah u,False,1.0,2.0,0.600933908045977
427,ДОБРОВОЛЬСКИЙ ВАЛЕРИЙ ИВАНОВИЧ 20.11.1959 - 18.07.2020,JOEPOBOIbCKHY BAJIEPNY HBAHOBNY 20.11.1959-18.07.2020,добровольский валерий иванович 20.11.1959 - 18.07.2020,joepoboibckhy bajiepny hbahobny 20.11.1959-18.07.2020,False,0.5740740740740741,1.0,0.36757512229210343
428,Минеев Александр Евстафьевич 10.09.1922 - 15.08.1998,MuHeeB 10.09.1922-15.08.1998,минеев александр евстафьевич 10.09.1922 - 15.08.1998,muheeb 10.09.1922-15.08.1998,False,0.5769230769230769,1.0,0.2637362637362637
429,ФЕТИСОВ ВАНЕЧКА,BENHAN HIAMaTh PETHCOB BAHEYKA,фетисов ванечка,benhan hiamath pethcob baheyka,False,1.9333333333333333,2.0,0.6333333333333333
430,ЗАВОДСКАЯ 29,29 3ABOJCKAA,заводская 29,29 3abojckaa,False,1.0,1.0,1.0
431,ЗОРИН,3AUHTAOTKOPPO3A KARZA HCKYCCTRA AHAPEN AHATORLEON4 3OPNH OCHOBATENHKOMNAHHH XHMCEPBMC DPEANPVATHC OCHOBAHO B 194 rOAY,зорин,3auhtaotkoppo3a karza hckycctra ahapen ahatorleon4 3opnh ochobatenhkomnahhh xhmcepbmc dpeanpvathc ochobaho b 194 roay,False,23.4,13.0,1.0
432,VLADIMIR SKROD 02.1955 - 05.02.,nai,vladimir skrod 02.1955 - 05.02.,nai,False,0.9354838709677419,1.0,0.4229390681003584
433,ФАМИЛИЯ  Имя Отчество 00.00.0000 - 00.00.00000,OAMNNNA MMS OTyeCTBO 00.00.0000- 00.00.00000,фамилия  имя отчество 00.00.0000 - 00.00.00000,oamnnna mms otyectbo 00.00.0000- 00.00.00000,False,0.43478260869565216,0.8333333333333334,0.3197527110570588
434,ЧУБАРОВА,YYBAPOBA Hi MxRuoa 9,чубарова,yybapoba hi mxruoa 9,False,2.5,4.0,1.0
435,ФАМИЛИЯ Имя Отчество 00.00.0000-00.00.0000.,QAMNINA amo.cor MMAOTueCTBO 00.00.0000-00.00.0000.,фамилия имя отчество 00.00.0000-00.00.0000.,qamnina amo.cor mmaotuectbo 00.00.0000-00.00.0000.,False,0.5813953488372093,0.75,0.38620155038759685
436,КОРОБИЦКАЯ Элеонора Владимировна 20.09.1937 - 07.12.2018,KOPOBMILKAA JIEOHOPA BJIA AIMMNPOBHA 20.09.1937- 07.12.2018 MIO6NMOM MAME M DAbYWKE nOMHMM BCErAA.,коробицкая элеонора владимировна 20.09.1937 - 07.12.2018,kopobmilkaa jieohopa bjia aimmnpobha 20.09.1937- 07.12.2018 mio6nmom mame m dabywke nomhmm bceraa.,False,1.3214285714285714,1.8333333333333333,0.4875719518576661
437,ГРЕШИ ЯРЧЕ,FPEWN AP4E,греши ярче,fpewn ap4e,False,0.9,1.0,0.6000000000000001
438,ХОЧУ ЗАМУЖ ВИНА,X04y3AMYK BMHA,хочу замуж вина,x04y3amyk bmha,False,0.9333333333333333,1.0,0.6206349206349207
439,СНИМИ С МЕНЯ ответсвенность,CHNMN C MEHA OTBeTCBeHHOCTb,сними с меня ответсвенность,chnmn c meha otbetcbehhoctb,False,0.8888888888888888,1.0,0.5925925925925926
440,я никакой как все, (1) 9 HUKAKOU KAK BCE,я никакой как все,(1) 9 hukakou kak bce,False,1.0588235294117647,1.25,0.5602240896358543
441,"НЕ АЛКАШ, А ДЕГУСТАТОР","T HE AnKAW,A JEryCTATOP","не алкаш, а дегустатор","t he ankaw,a jeryctatop",False,0.9545454545454546,1.0,0.6314229249011858
442,Я РУССКИЙ,A PYCCKHA,я русский,a pycckha,False,0.8888888888888888,1.0,0.5925925925925926
443,СВЯТАЯ РУСЬ,GRaTAA PVSL,святая русь,grataa pvsl,False,0.9090909090909091,1.0,0.606060606060606
444,"ПОЖАЛУЙСТА, / ВКЛЮЧИТЕ СКРИПТОНИТА","nOXAnYVCTA, BKAIOYNTECKPNNTOHNTA","пожалуйста, / включите скриптонита","noxanyvcta, bkaioynteckpnntohnta",False,0.9411764705882353,1.0,0.6262254901960784
445,Я РУССКИЙ,a PySSRun,я русский,a pyssrun,False,0.8888888888888888,1.0,0.5925925925925926
446,тупые дефки как же я вас блин ненавижу,Tynbre Aepku KaK Xe A BaC 6nNH HeHaBMXY,тупые дефки как же я вас блин ненавижу,tynbre aepku kak xe a bac 6nnh hehabmxy,False,0.8421052631578947,1.0,0.5454340980656771
447,MOSKOW,常 MOSKOW,moskow,常 moskow,False,0.3333333333333333,1.0,0.08333333333333337
448,РОССИЯ ЖИВЁТ СКОРОСТЯМИ,,россия живёт скоростями,nan,False,1.0,1.0,1.0
449,Любимая ЖЕНА,lrobumaa XEHA,любимая жена,lrobumaa xeha,False,1.0,1.0,0.6132478632478633
450,123ФУТБОЛКИ,23YT5OAKN,123футболки,23yt5oakn,False,0.8181818181818182,1.0,0.531986531986532
451,ВЕДЬМЫ НЕ СТАРЕЮТ,BEAbMbI HECTAPEIOT,ведьмы не стареют,beabmbi hectapeiot,False,1.0,1.0,0.6285403050108933
452,Тройной бонус МТС утраивает ваш стартовый баланс,TpOMHON 6OHyc MTCyepabaeTaan CTapToBbk6ana,тройной бонус мтс утраивает ваш стартовый баланс,tpomhon 6ohyc mtcyepabaetaan ctaptobbk6ana,False,0.9375,1.0,0.6220238095238095
453,Летний безлимит на три любимых номера Акция с 14 мая по 31 августа,《JIeTHnn 6e3nNMNT》 Ha rpn n1o6uMbIX HOMepa Axuc14xano31aBrycra y3Ha6onbue 00668 bunauH,летний безлимит на три любимых номера акция с 14 мая по 31 августа,《jiethnn 6e3nnmnt》 ha rpn n1o6umbix homepa axuc14xano31abrycra y3ha6onbue 00668 bunauh,False,1.1666666666666667,1.0,0.6275455810339532
454,Знай каждый номер в лицо.,AMSB 3HaNKaKAb HOMePBnNLO E300 mobile.review.com,знай каждый номер в лицо.,amsb 3hankakab homepbnnlo e300 mobile.review.com,False,1.72,1.0,0.5652777777777778
455,МОНЕ,MOHE BORLe6CTBOMeXAyHaMM CD630267 CryduoClkunc CKMAKMAO70% HHCOBbIM CTOK,моне,mohe borle6ctbomexayhamm cd630267 cryduoclkunc ckmakmao70% hhcobbim ctok,False,18.0,7.0,1.0
456,"СИЛА В ПРАВДЕ, КТО ПРАВ, ТОТ И СИЛЬНЕЕ ","CHRABIPABIE HTOIPABTOT HCHIbHEE er,e can  a  s  Hey！ ATOT,HOIOOEMAHYJI 3AHKMTIPADH","сила в правде, кто прав, тот и сильнее","chrabipabie htoipabtot hchibhee er,e can  a  s  hey！ atot,hoiooemahyji 3ahkmtipadh",False,1.9473684210526316,1.25,0.6252080064660295
457,ВСЕ РАВНО?!,DCEPABHOTI,все равно?!,dcepabhoti,False,1.0,1.0,1.0
458,СИБИРСКОЕ ОТДЕЛЕНИЕ РОССИЙСКОЙ АКАДЕМИИ НАУК,CMEMPCKOE OTAENEHNE POCCMMCKON AKAJEMVNHAYK,сибирское отделение российской академии наук,cmempckoe otaenehne poccmmckon akajemvnhayk,False,0.9318181818181818,1.0,0.6206835799859056
459,LG,LCDUA3MEH Toanpoccoint G,lg,lcdua3meh toanpoccoint g,False,11.0,3.0,0.48611111111111116
460,РЕКЛАМА НА ЩИТАХ,PEKnAMA WWTAX HA,реклама на щитах,peknama wwtax ha,False,0.9375,1.0,0.5833333333333333
461,ВАША РЕКЛАМА,BALUA PEKJIAMA,ваша реклама,balua pekjiama,False,1.0833333333333333,1.0,0.6150793650793651
462,ЗДЕСЬ НЕ МОЖЕТ БЫТЬ ВАШЕЙ РЕКЛАМЫ!,3/IECb HEMOXET6bITb BAIHENPEKIAMD!!,здесь не может быть вашей рекламы!,3/iecb hemoxet6bitb baihenpekiamd!!,False,0.9705882352941176,1.0,0.6086834733893558
463,ЩИТЫ 3Х6 В ВОРОНЕЖЕ,38000 8 BECbI KACCbI AETEKTOPSIAEHER LWLNTbI3X6BB0P0HEXKE,щиты 3х6 в воронеже,38000 8 becbi kaccbi aetektopsiaeher lwlntbi3x6bb0p0hexke,False,2.8421052631578947,1.5,0.6564327485380117
464,БЕТОН,R HAWECNOBO BETOH +375(29)7777871 SNGKH ntcOK nro GMOAUS AReNOCWO,бетон,r hawecnobo betoh +375(29)7777871 sngkh ntcok nro gmoaus arenocwo,False,13.0,9.0,1.0
465,"Спасибо,  доктор!","Cnacuco, gocmop! CBETIAHAFOHYMKOBA  MaRcc10202o.P","спасибо,  доктор!","cnacuco, gocmop! cbetiahafohymkoba  marcc10202o.p",False,2.7058823529411766,2.0,0.6443577430972389
466,ШАЛЯПИН,MAIYIIIH YANXHAKSAK,шаляпин,maiyiiih yanxhaksak,False,2.7142857142857144,2.0,1.0
467,JOHN DOS PASSOS MANHATTAN TRANSFER,JOHNDOS PASSOS MANHATTAN TRANSFER,john dos passos manhattan transfer,johndos passos manhattan transfer,False,0.029411764705882353,0.4,0.0604278074866309
468,99 ТАПОЧКИ,99.  coun TANOHK,99 тапочки,99.  coun tanohk,False,1.3,1.5,0.5041666666666667
469,ТОВАРЫ,TOBAPLI OAARENE,товары,tobapli oaarene,False,2.5,2.0,1.0
470,День Главбуха,AeHbFnas6yxa AAePnDS ,день главбуха,aehbfnas6yxa aaepnds,False,1.5384615384615385,1.0,0.6243589743589744
471,FITNESS GYM,SAmA7 A9NCR 车 FHINESSSYM ,fitness gym,sama7 a9ncr 车 fhinesssym,False,1.6363636363636365,2.0,0.5732323232323233
472,7,MH,7,mh,False,2.0,1.0,1.0
473,Держим это место для вас!,NOKOOMTET AepxHMTO MecTOAnn Bac!,держим это место для вас!,nokoomtet aepxhmto mectoann bac!,False,1.16,1.0,0.5716666666666665
474,строительный,CTPOMTENbHbIN,строительный,ctpomtenbhbin,False,1.0833333333333333,1.0,1.0
475,THE FIRST-EVER,THE FIRST-EVER M VISITNORTHCIFAUTO. Morthcir Auto 信用900 rn M IcDondts BVSROR DOWN,the first-ever,the first-ever m visitnorthcifauto. morthcir auto 信用900 rn m icdondts bvsror down,False,4.785714285714286,5.0,0.16543209876543208
476,NOT SORRY FOR THE WAY I LOOK,NOT SORRY FORTHE WAY 1L0OK,not sorry for the way i look,not sorry forthe way 1l0ok,False,0.14285714285714285,0.5714285714285714,0.07728937728937724
477,- КАКАЯ ПАНАМА?,KAKAR BAHAMA?,- какая панама?,kakar bahama?,False,0.8666666666666667,1.0,0.5709401709401709
478,"В чём сила, брат?","ByEMcHna, 6par?","в чём сила, брат?","byemchna, 6par?",False,0.8235294117647058,1.0,0.6522875816993465
479,Carlo Rame o Cou,CarloRamelloCouture  M0S SANFEMO,carlo rame o cou,carloramellocouture  m0s sanfemo,False,1.3125,1.0,0.16249999999999998
480,"ЭТА НАДПИСЬ НИ НА ЧТО НЕ прЕТЕНДуЕТ. Ну, может быть, кромЕ ПрОЧТЕНИЯ","JTA HAAMNCb HNHA 2TO HE MPETEHAYET. Hy,MOXET SbIT, KPOMIE K-1.5 npOyTEHnX","эта надпись ни на что не претендует. ну, может быть, кроме прочтения","jta haamncb hnha 2to he mpetehayet. hy,moxet sbit, kpomie k-1.5 npoytehnx",False,0.9117647058823529,1.0,0.6205035228000579
481,43,43 ,43,43,True,0.0,0.0,0.0
482,ТЕБЯ,,тебя,nan,False,1.0,1.0,1.0
483,"УЙДИ, НО ОСТАНЬСЯ",YNAU.HO OCTAHbCa,"уйди, но останься",ynau.ho octahbca,False,0.9411764705882353,1.0,0.6262254901960784
484,g,Bvog,g,bvog,False,3.0,1.0,1.0
485,Расцветай! пока в тебе что-то осталось.,Pacubemak noKa meSe ombTmo-mo ormaAocb.,расцветай! пока в тебе что-то осталось.,pacubemak noka mese ombtmo-mo ormaaocb.,False,0.8974358974358975,1.0,0.6196581196581197
486,К ЧЁРТУ ВАШУ ВЗРОСЛУЮ ЖИЗНЬ!,NERA RDIY u,к чёрту вашу взрослую жизнь!,nera rdiy u,False,0.9285714285714286,1.0,0.5822510822510822
487,ISIS,ISIS,isis,isis,True,0.0,0.0,0.0
488,K, Y,k,y,False,1.0,1.0,1.0
489,r.,Aurm atolee,r.,aurm atolee,False,5.0,2.0,0.4696969696969697
490,ЛА АК,,ла ак,nan,False,1.0,1.0,1.0
491,Город Чистых Стен Тверь - город воинской славы,FOpon4NCTbIXCTeH TBepb-ropoBoHcocna#b,город чистых стен тверь - город воинской славы,fopon4nctbixcteh tbepb-ropobohcocna#b,False,0.9565217391304348,1.0,0.6341558950254602
492,КРЫМ КРАЙ ПАРТИЗАНСКОЙ СЛАВЫ,KPBIM KPAM dre TAPT3AHCKOW GEIABLI,крым край партизанской славы,kpbim kpam dre tapt3ahckow geiabli,False,1.1071428571428572,1.25,0.6015406162464987
493,ЧЕЛЯБИНСК,EENHCK 1736,челябинск,eenhck 1736,False,1.2222222222222223,2.0,1.0
494,ЧЕРЕМХОВО,HEPEMXOBO,черемхово,hepemxobo,False,1.0,1.0,1.0
495,МАРIУПОЛЬ,,марiуполь,nan,False,1.0,1.0,1.0
496,МЫ ВАШ ТЕКСТ,MbI BAW TEKCT,мы ваш текст,mbi baw tekct,False,0.9166666666666666,1.0,0.5598290598290598
497,ЛЕНИНГРАДСКИЙ ФРОНТ КОМАНДУЮЩИЙ МАРШАЛ СОВЕТСКОГО СОЮЗА Л.А. ГОВОРОВ,AEHVHIPAACKMM 中POHT KOMAHAVIOWNM MAPLAA COBETCKOTO COKO3A JL.A.TOBOPOB,ленинградский фронт командующий маршал советского союза л.а. говоров,aehvhipaackmm 中poht komahaviownm maplaa cobetckoto coko3a jl.a.tobopob,False,0.9264705882352942,1.0,0.5893557422969187
498,ГАГАР СКИЙ РАЙОН,TATAPMHCKOR PAOH,гагар ский район,tatapmhckor paoh,False,1.0,1.0,0.625
499,Sir Charles Clore Park,5 4 me Sir Charles Clore Park,sir charles clore park,5 4 me sir charles clore park,False,0.3181818181818182,0.75,0.20167189132706376
500,САМАРА,CAMADA,самара,camada,False,1.0,1.0,1.0
501,МОСКОВСКАЯ ОБЛАСТЬ,MOCKOBCKAR OSnACTb,московская область,mockobckar osnactb,False,0.9444444444444444,1.0,0.6296296296296295
502,Марiуполь,山 Mapiynonb,марiуполь,山 mapiynonb,False,1.1111111111111112,2.0,0.5993265993265993
503,ЛЕНИНСКИЙ РАЙОН,EHMHCKMN PAMOH,ленинский район,ehmhckmn pamoh,False,0.9333333333333333,1.0,0.6206349206349207
504,КАЗАКСТАН,KA3AKCTAH,казакстан,ka3akctah,False,1.0,1.0,1.0
505,а,,а,nan,False,3.0,1.0,1.0
506,ХАКАСИЯ,XAKACMR PXCT,хакасия,xakacmr pxct,False,1.7142857142857142,2.0,1.0
507,САРАТОВ ГОРОД ТРУДОВОЙ ДОБЛЕСТИ,CAPATOB TOPOAPPYAOBGNAONEOTN,саратов город трудовой доблести,capatob topoappyaobgnaoneotn,False,0.967741935483871,1.0,0.6440092165898617
508,Я НОВОРОС ИЙСК,HOBOPOCCMMCK,я новорос ийск,hobopoccmmck,False,1.0,1.0,1.0
509,Я Красноярск,loelerrorlee q KPACHOAPCK,я красноярск,loelerrorlee q kpachoapck,False,2.0,1.5,0.6255555555555556
510,1843,,1843,nan,False,1.0,1.0,1.0
511,Место дуэли,MecToym,место дуэли,mectoym,False,1.0,1.0,1.0
512,Я,TEONR,я,teonr,False,5.0,1.0,1.0
513,EQUATOR,BOPHGOTAGOSK EQUATOR,equator,bophgotagosk equator,False,1.8571428571428572,1.0,0.5849206349206348
514,Стелла,omeia,стелла,omeia,False,1.0,1.0,1.0
515,МАСЛОВ Юлий Георгиевич,MACIOB JOan,маслов юлий георгиевич,maciob joan,False,0.9545454545454546,1.0,0.6212121212121213
516,СЕРГЕЙ ИОНОВИЧ 09.02.1954 - 30.09.2006,CEPTEM HOHOBHY 09.02.1954-30.09.2006 Her ,сергей ионович 09.02.1954 - 30.09.2006,ceptem hohobhy 09.02.1954-30.09.2006 her,False,0.5,1.0,0.32558479532163753
517,1941 1945,8300 000 1941 1945,1941 1945,8300 000 1941 1945,False,1.0,1.0,0.5222222222222221
518,НОСИТЕ ШЛЕМ,HOCMTE WNEM,носите шлем,hocmte wnem,False,0.9090909090909091,1.0,0.606060606060606
519,Лучшая карта  с кэшбэком,nyuwag kapta CK3W63KoM,лучшая карта  с кэшбэком,nyuwag kapta ck3w63kom,False,0.9166666666666666,1.0,0.6085858585858586
520,30,国 =30% 8 300,30,国 =30% 8 300,False,5.0,4.0,0.2777777777777777
521,МЕБЕЛЬ,ME6ENb MEGERbHNRUEHTP -MOCKBA HaKa Sefiya,мебель,me6enb megerbhnruehtp -mockba haka sefiya,False,6.833333333333333,5.0,1.0
522,МОСКВЕ ВАЖЕН ВАШ ВЫБОР! 9 СЕНТЯБРЯ,MOCKBE BAXEH 尚d BAIL BBISOP! 9CEHTRSP9 eP,москве важен ваш выбор! 9 сентября,mockbe baxeh 尚d bail bbisop! 9cehtrsp9 ep,False,1.0294117647058822,1.1666666666666667,0.6363667418186787
523,Смоленск,CMSNEHOK,смоленск,cmsnehok,False,1.0,1.0,1.0
524,МОСКВЕ ВАЖЕН ВАШ ВЫБОР!,MOCKBE BAXKEH BAWBbIGOP! 9CEHTRGPR,москве важен ваш выбор!,mockbe baxkeh bawbbigop! 9cehtrgpr,False,1.3478260869565217,1.0,0.6528132992327367
525,частный детский сад начальная школа 8 495 137 87 02 academ-school.ru,YACTHbINAETCKHA CAA HAHANIbHAAWKONA 8(495)137-87-02 acodem-school.ru,частный детский сад начальная школа 8 495 137 87 02 academ-school.ru,yacthbinaetckha caa hahanibhaawkona 8(495)137-87-02 acodem-school.ru,False,0.5588235294117647,1.0,0.49177735610373186
526,Reebok EA7,Reebok EA7 EOCRNNRMAN,reebok ea7,reebok ea7 eocrnnrman,False,1.1,0.5,0.10476190476190472
527,Москва - город герой!, MockBa -ropoA repou！ meqatartl,москва - город герой!,mockba -ropoa repou！ meqatartl,False,1.2380952380952381,1.0,0.5587301587301587
528,8-800,8-800209,8-800,8-800209,False,0.6,1.0,0.07499999999999996
529,ТЕХНОПОЛИС МОСКВА,TEXHONONNC MOCKBA,технополис москва,texhononnc mockba,False,0.9411764705882353,1.0,0.6274509803921569
530,Мария Хренова,"诚 MOCKBA, FOPAAMCA! MoCKOBCKui rOCyAapCTBeHHbIN roa yHMBePCHTeT MMeHM M.B.OMOHOCOBa HayiOA 中nL SMOTeXHOnOrNN PAH MTe#HonONV# 福 yueHbIn,35 neT Mapna XpeHOBa Pa3pa6otana MoAen ANA ONCAHNA 中epMeHTaTMBHbIx peaKLnn, MMeiowLnxnpakTnyeckoe 3HayeHNe A MeAMLMHbI O+ rOAHayKN.po I08A (495)225-20-40 PACB3PO 6403720-1404 NESEHEMIEI LEOVNUGHNS",мария хренова,"诚 mockba, fopaamca! mockobckui rocyaapctbehhbin roa yhmbepchtet mmehm m.b.omohocoba hayioa 中nl smotexhonornn pah mte#hononv# 福 yuehbin,35 net mapna xpehoba pa3pa6otana moaen ana oncahna 中epmehtatmbhbix peaklnn, mmeiowlnxnpaktnyeckoe 3hayehne a meamlmhbi o+ roahaykn.po i08a (495)225-20-40 pacb3po 6403720-1404 nesehemiei leovnughns",False,25.384615384615383,18.5,0.640018591680223
531,WomanJournal.ru портал для разных-преразных женщин,米 一一 酒   一 B R ? $ F 学 8  WomanJournal.ru HOpTaJI JJI8 pa3HbIX-Hpepa3HbIX KeHIunH,womanjournal.ru портал для разных-преразных женщин,米 一一 酒   一 b r ? $ f 学 8  womanjournal.ru hoptaji jji8 pa3hbix-hpepa3hbix kehiunh,False,1.22,3.0,0.5843621399176955
532,"8 июля День семьи, любви и верности","8 h AeHbceMbu, Aiodbuu BepHocmu","8 июля день семьи, любви и верности","8 h aehbcembu, aiodbuu bephocmu",False,0.8285714285714286,0.8571428571428571,0.6005632360471069
533,РОССИЯ СЕГОДНЯ,POCCHACEFOBH分,россия сегодня,pocchacefobh分,False,1.0,1.0,1.0
534,ДОМ У ПАРКА,AOM HIAPKA 255-7-265 195000,дом у парка,aom hiapka 255-7-265 195000,False,2.272727272727273,1.3333333333333333,0.5813692480359147
535,Smart Region,28 Smart Region,smart region,28 smart region,False,0.25,0.5,0.15000000000000002
536,Smart Region,十 Smart Region,smart region,十 smart region,False,0.16666666666666666,0.5,0.13095238095238093
537,DON GIULIO - SALUMERIA FORMAGGERIA,DONGIULIO-SALUMERIAFORMAGGERIA,don giulio - salumeria formaggeria,dongiulio-salumeriaformaggeria,False,0.11764705882352941,1.0,0.027450980392156876
538,HDLT,HDLT,hdlt,hdlt,True,0.0,0.0,0.0
539,1,BEIING202 1,1,beiing202 1,False,10.0,1.0,1.0
540,В Полтаве появились билборды с призывом идти на Москву,KP.RU 3HeM B nontaBenoaennucb6wn6opab npN3bIBOMMATHHaMoCKBy BomTaacEkybistay Mocxayl HOBOCTb Hohn,в полтаве появились билборды с призывом идти на москву,kp.ru 3hem b nontabenoaennucb6wn6opab npn3bibommathhamockby bomtaacekybistay mocxayl hoboctb hohn,False,1.7037037037037037,1.0,0.589792541682576
541,metro,9 2032 Lmreoeeonooany metre 代,metro,9 2032 lmreoeeonooany metre 代,False,5.0,5.0,0.43735632183908046
542,АЛЯСКА НАША!,AJIACKA HAWA!,аляска наша!,ajiacka hawa!,False,0.9166666666666666,1.0,0.5598290598290598
543,Яндекс,MHble OTUNRH 13HeC ,яндекс,mhble otunrh 13hec,False,3.0,3.0,1.0
544,Выбор есть. ЯБЛОКО,96nOKO Bbi6opecTb. AEJIOKO 06beANHeHHble AeMOKpaTbl,выбор есть. яблоко,96noko bbi6opectb. aejioko 06beanhehhble aemokpatbl,False,2.6666666666666665,1.6666666666666667,0.5915032679738561
545,УСАДЬБА СВИБЛО ОБЩЕОБРАЗОВАТЕЛЬНА ПРАВОСЛАВНАЯ ШКОЛА имени СЕРГЕЯ РАДОНЕЖСК,YCAAbEACBM6nOR nEHATb OS山EO5PA3OBATENbHA TIPABOCNABHAR WECEPTVAPAROHEKCKO WKOnA HI复,усадьба свибло общеобразовательна православная школа имени сергея радонежск,ycaabeacbm6nor nehatb os山eo5pa3obatenbha tipabocnabhar weceptvaparohekcko wkona hi复,False,1.04,1.0,0.6159036144578314
546,"ИЖЕВЧАНЕ, СПАСИБО ЗА ПОДДЕРЖКУ!",MKEBYAHE 3ANOAAEPKKY! CNACHSO,"ижевчане, спасибо за поддержку!",mkebyahe 3anoaaepkky! cnachso,False,0.967741935483871,1.0,0.7110369546409592
547,metro,CMYWAR ronoc YIMLI HAMEPEXODE MYSbIKYTVLUE CAENAV metro,metro,cmywar ronoc yimli hamepexode mysbikytvlue caenav metro,False,10.0,6.0,0.4590909090909091
548,"ипотека.0,1",,"ипотека.0,1",nan,False,1.0,1.0,1.0
